Time,TWE_set,TEI,TWEI,TEO,TWEO,TCI,TWCI,TCO,TWCO,TSI,TSO,TBI,TBO,Cond Tons,Cooling Tons,Shared Cond Tons,Cond Energy Balance,Evap Tons,Shared Evap Tons,Building Tons,Evap Energy Balance,kW,COP,kW/Ton,FWC,FWE,TEA,TCA,TRE,PRE,TRC,PRC,TRC_sub,T_suc,Tsh_suc,TR_dis,Tsh_dis,P_lift,Amps,RLA%,Heat Balance,Heat Balance%,Tolerance%,Unit Status,Active Fault,TO_sump,TO_feed,PO_feed,PO_net,TWCD,TWED,VSS,VSL,VH,VM,VC,VE,VW,TWI,TWO,THI,THO,FWW,FWH,FWB,TEI-TEO,TCO-TCI,fault level,Label,Condition block
45200,40,43.4,43.4,40.03,39.9,71.2,71.1,74.72,74.6,73.55,52.51,43.25,43.65,39.3,13.11,235,-208.8,30.45,29.12,3.607,2.279,38.08,2.812,1.251,268,216.7,2.6,2,37.2,32.5,76.9,81.4,4.4,39.9,2.6,124,47.1,48.7,44,42,6.952,5.03,10.6,20,0,112.7,109.4,132.5,98.5,3.5,3.6,30,0,100,15,48,56,43.49,59.29,66.88,44.94,44.47,41.47,86.58,234.8,3.369999999999997,3.519999999999996,Normal,100,74
45200,40,43.4,43.4,39.99,39.9,71.2,71.1,74.72,74.6,73.55,52.51,43.3,43.65,39.51,13.18,236.2,-209.9,30.55,29.6,3.209,2.259,38.08,2.821,1.247,269.5,214.8,2.7,2,37.2,32.5,76.6,81.4,4.2,39.9,2.5,123.7,47.1,48.9,43,41,6.56,4.722,10.74,20,0,112.9,109.2,132.5,99,3.7,3.5,30,0,100,15,48,56,43.47,59.29,66.88,44.94,44.51,41.69,77.02,235.7,3.4099999999999966,3.519999999999996,Normal,100,74
45200,40,43.4,43.4,40.03,39.9,71.2,71.1,74.72,74.7,73.55,52.47,43.3,43.61,39.18,13.07,234.7,-208.6,29.87,28.93,2.813,1.872,38.08,2.757,1.275,267.2,212.6,2.5,2.6,37.4,32.7,76.9,82.4,4.2,39.8,2.4,124,47.1,49.9,44,42,5.325,3.865,10.6,20,0,112.9,109.4,133.5,99.8,3.8,3.5,30,0,100,15,48,56,43.45,59.33,66.88,44.94,44.47,41.57,67.5,234.3,3.369999999999997,3.519999999999996,Normal,100,74
45200,40,43.44,43.4,40.03,40.1,71.2,70.9,74.72,74.6,73.55,52.51,43.3,43.65,39.55,13.19,236.4,-210.1,30.52,29.2,3.206,1.89,38.06,2.819,1.247,269.7,214.6,2.7,2,37.4,32.7,76.6,81.4,3.6,39.8,2.4,124,47.6,49.2,44,42,6.328,4.551,10.6,20,0,112.9,109.4,132.5,98.5,3.7,3.5,30,0,100,15,48,56,37.44,59.33,66.88,44.94,44.47,41.95,76.94,236.4,3.4099999999999966,3.519999999999996,Normal,100,74
45200,40,43.44,43.6,40.03,39.8,71.2,71.1,74.72,74.7,73.55,52.51,43.25,43.65,39.42,13.15,235.7,-209.4,30.41,28.74,3.56,1.883,38.07,2.809,1.252,268.8,213.9,2.5,1.9,37.4,32.7,76.6,81.4,4.2,39.8,2.4,124.2,47.1,49.2,44,42,6.392,4.612,10.6,20,0,112.9,109.4,132.5,98.8,3.5,3.7,30,0,100,15,48,56,43.42,59.33,66.88,44.94,44.47,41.82,85.43,236.1,3.4099999999999966,3.519999999999996,Normal,100,74
45200,40,43.4,43.4,40.03,39.9,71.24,71.1,74.72,74.7,73.55,52.47,43.3,43.65,39.09,13.19,236.9,-211,29.96,29.02,3.186,2.242,38.08,2.767,1.271,269.7,213.3,2.5,2.3,37.4,32.7,76.9,81.9,4.2,39.8,2.4,124.2,47.1,49.2,44,41,5.984,4.354,10.74,20,0,113.1,109.4,133,99.3,3.5,3.5,30,0,100,15,48,56,43.4,59.33,66.88,44.94,44.47,41.96,76.46,236.7,3.369999999999997,3.480000000000004,Normal,100,74
45200,40,43.4,43.4,40.03,39.9,71.2,71.2,74.76,74.6,73.55,52.51,43.3,43.65,39.98,13.64,236.3,-209.9,30.2,29.25,3.211,2.26,38.06,2.79,1.26,269.5,214.9,2.5,1.9,37.4,32.7,76.6,81.4,4.4,39.8,2.4,124,47.3,48.7,44,42,3.677,2.616,10.6,20,0,112.9,109.6,131.5,97.7,3.6,3.5,30,0,100,15,48,56,43.39,59.33,66.92,44.98,44.47,43.15,77.05,236.1,3.369999999999997,3.5600000000000023,Normal,100,74
45200,40,43.4,43.4,40.03,39.9,71.2,70.9,74.76,74.7,73.55,52.51,43.3,43.65,39.97,13.64,236.2,-209.9,30.33,29.38,3.225,2.27,38.11,2.798,1.257,269.4,215.9,2.7,1.9,37.2,32.5,76.6,81.4,4.1,39.9,2.3,124.2,47.4,48.7,43,41,4.216,3,10.74,20,0,112.9,109.4,132.5,99,3.6,3.5,30,0,100,15,48,56,37.37,59.33,66.96,44.98,44.47,42.91,77.4,235.9,3.369999999999997,3.5600000000000023,Normal,100,74
45300,40,43.4,43.4,40.03,39.9,71.2,71.1,74.72,74.7,73.55,52.51,43.3,43.65,39.45,13.16,235.9,-209.6,30.29,29.34,3.221,2.267,38.12,2.794,1.259,269,215.6,2.5,2,37.4,32.7,76.6,81.4,3.9,39.8,2.4,124.2,47.4,48.7,43,42,5.91,4.261,10.6,20,0,112.9,109.6,133.5,100,3.5,3.5,30,0,100,15,48,56,43.35,59.33,66.96,44.98,44.47,41.4,77.3,235.6,3.369999999999997,3.519999999999996,Normal,100,74
45300,40,43.4,43.6,40.03,39.9,71.24,71.2,74.76,74.7,73.59,52.55,43.3,43.65,39.33,13.12,235.1,-208.9,30.11,29.17,3.202,2.253,38.12,2.777,1.266,268.2,214.3,2.5,2.2,37.2,32.5,76.9,81.9,4.2,39.9,2.5,124,47.1,49.9,44,42,5.72,4.137,10.6,20,0,112.9,109.6,135,101,3.6,3.7,30,0,100,15,48,56,43.34,59.33,66.96,45.02,44.55,41.27,76.84,234.9,3.369999999999997,3.5200000000000102,Normal,100,74
45300,40,43.4,43.4,40.03,39.9,71.24,71.1,74.76,74.7,73.59,52.55,43.3,43.69,39.74,13.25,237.6,-211.1,30.01,29.06,3.555,2.61,38.08,2.771,1.269,271,213.6,2.5,1.9,37.4,32.7,76.6,81.4,4.2,39.8,2.4,124.2,47.4,49.2,44,42,3.88,2.777,10.6,20,0,113.1,109.6,132,99.5,3.6,3.7,30,0,100,15,48,56,43.32,59.33,67,44.98,44.51,41.48,85.32,237.8,3.369999999999997,3.5200000000000102,Normal,100,74
45500,39,43.48,43.6,40.07,39.9,71.2,70.6,74.8,74.6,73.63,52.59,43.34,43.74,40.5,13.2,236.7,-209.4,30.71,29.39,3.594,2.269,41.24,2.618,1.343,269.9,215.9,3,2.3,36.9,32.2,76.9,81.9,4.2,39.9,3,124.2,47.3,50,46,44,6.811,4.783,10.32,20,0,113.3,109.8,133,100.1,4,3.7,40,0,100,22.76,48.14,56,37,59.37,66.96,45.1,44.59,41.76,86.25,236.4,3.4099999999999966,3.5999999999999943,Normal,100,75
46700,39,50.2,50.3,40.28,40.1,66.53,66.2,75.91,75.9,73.75,66.51,49.52,50.41,104.2,23.97,80.53,-0.2826,89.76,83.61,8.057,1.911,64.87,4.865,0.7227,266.8,217.1,5.1,5.6,35.1,30.6,81.5,89.4,9,37.7,2.7,102.7,21,58.8,76,73,14.02,3.827,7.139,20,0,109.6,107.5,131.5,100.6,9.5,10.2,60,0,100,100,57,56,70,59.17,63.6,55.79,53.31,129.8,78.14,-10.22,9.920000000000002,9.379999999999995,Normal,100,76
46700,39,50.2,50.3,40.28,40.1,66.58,66.4,75.91,75.6,73.71,66.51,49.56,50.41,104.1,24.5,80.3,-0.7393,89.72,83.95,7.684,1.91,65.03,4.851,0.7248,267.6,217,5,5.9,35.1,30.6,81.5,89.4,9.2,37.7,2.7,102.8,21.3,58.6,75,73,14.65,4.004,7.139,20,0,109.6,107.7,136,101.9,9.1,10.2,60,0,100,100,57,56,70,59.17,63.6,55.79,53.27,132.6,73.31,-12.18,9.920000000000002,9.329999999999998,Normal,100,76
46800,39,50.2,50.3,40.28,40.2,66.53,66.4,75.91,75.7,73.71,66.51,49.56,50.41,104.2,24.43,80.08,-0.2826,89.29,83.55,7.647,1.901,65.67,4.78,0.7355,266.8,216,5.1,5.8,35,30.5,81.5,89.4,9.2,37.7,2.6,102.5,21.3,58.9,75,72,13.15,3.587,7.233,20,0,109.6,107.5,134.5,103.4,9.3,10.2,60,0,100,100,57,56,70,59.17,63.6,55.79,53.27,132.2,72.96,-11.54,9.920000000000002,9.379999999999995,Normal,100,76
46800,39,50.2,50.4,40.28,40.1,66.58,66.5,75.91,75.7,73.75,66.51,49.52,50.37,103.5,23.91,80.31,-0.7353,89.06,82.97,7.628,1.53,64.66,4.843,0.7261,266.1,215.4,5.1,5.8,35,30.5,81.3,88.9,9.2,37.7,2.7,102.7,21.5,58.8,76,73,13.94,3.832,7.139,20,0,109.6,107.5,133,101.7,9.2,10.3,60,0,100,100,57,56,70,59.17,63.6,55.79,53.27,129.4,72.78,-8.784,9.920000000000002,9.329999999999998,Normal,100,76
46800,39,50.2,50.3,40.23,40.1,66.53,66.4,75.91,75.7,73.71,66.51,49.52,50.37,104.2,24.43,80.07,-0.2826,89.8,83.67,7.659,1.536,64.95,4.861,0.7233,266.8,216.3,5.4,5.6,34.7,30.3,81.3,88.9,9.2,37.8,2.8,102.7,21.4,58.9,75,72,14.23,3.884,7.233,20,0,109.6,107.5,135,104.1,9.3,10.3,60,0,100,100,57,56,70,59.17,63.56,55.75,53.27,133.5,74.28,-12,9.970000000000006,9.379999999999995,Normal,100,76
46800,39,50.2,50.4,40.28,40.1,66.58,66.5,75.95,75.7,73.71,66.47,49.52,50.41,104.1,24.87,80.47,-1.192,88.92,82.83,7.981,1.893,65.44,4.778,0.7359,266.6,215.1,5,5.8,35.1,30.6,81.5,89.4,9,37.7,3,102.7,21.4,58.9,76,73,11.91,3.254,7.139,20,0,109.4,107.5,135.5,104.6,9.3,10.3,60,0,100,100,57,56,70,59.17,63.56,55.79,53.23,135.9,74.93,-7.829,9.920000000000002,9.370000000000005,Normal,100,76
46800,39,50.2,50.3,40.28,40.1,66.58,66.4,75.91,75.9,73.75,66.51,49.52,50.41,103.5,23.91,80.31,-0.7352,89.17,83.07,8.004,1.898,64.87,4.833,0.7275,266.1,215.7,5.1,5.8,35.1,30.5,81.3,88.9,9,37.7,2.7,102.8,21.4,58.8,76,73,14.54,3.997,7.139,20,0,109.4,107.5,133.5,102.2,9.5,10.2,60,0,100,100,57,56,70,59.21,63.56,55.75,53.23,131.9,76.37,-9.13,9.920000000000002,9.329999999999998,Normal,100,76
46800,39,50.24,50.3,40.28,40.1,66.58,66.5,75.95,75.9,73.75,66.51,49.52,50.37,103.8,24.33,80.2,-0.7342,89.8,83.3,7.659,1.167,64.89,4.865,0.7226,265.7,216.3,5.1,5.6,35,30.5,81.5,89.4,9,37.7,3,102.7,21.3,58.6,75,72,15.68,4.297,7.233,20,0,109.4,107.5,135,104.2,9.5,10.2,60,0,100,100,57,56,70,59.17,63.6,55.75,53.23,131.7,73.08,-10.3,9.96,9.370000000000005,Normal,100,76
46800,39,50.2,50.3,40.28,40.2,66.58,66.4,75.91,75.7,73.71,66.51,49.52,50.37,103.7,24.42,80.03,-0.7369,89.44,83.32,7.66,1.536,65.73,4.784,0.7349,266.7,216.3,5.5,5.6,34.7,30.3,81.3,88.9,9.1,37.7,3,102.8,21.2,58.9,75,72,15.54,4.261,7.233,20,0,109.4,107.7,133.5,103,9.2,10.1,60,0,100,100,57,56,70,59.17,63.6,55.75,53.23,132.2,73.09,-10.93,9.920000000000002,9.329999999999998,Normal,100,76
46800,39,50.2,50.3,40.28,40.1,66.58,66.4,75.95,75.9,73.75,66.51,49.56,50.37,104.8,24.57,80.99,-0.7415,89.39,83.64,7.287,1.535,64.94,4.84,0.7264,268.3,216.2,5.1,5.9,35.1,30.6,81.5,89.4,9.2,37.7,2.7,102.7,21,59.3,76,73,10.7,2.904,7.139,20,0,109.4,107.5,134,103.2,9.5,10.1,60,0,100,100,57,56,70,59.17,63.6,55.79,53.23,133,68.42,-8.781,9.920000000000002,9.370000000000005,Normal,100,76
50500,40,43.57,43.6,39.95,39.9,65.59,65.4,69.32,69.2,68.23,52.96,43.58,43.82,41.72,12.23,171.1,-141.6,32.6,32.75,2.124,2.273,36.29,3.158,1.113,268.9,216.2,3.2,3,36.7,32.1,72.2,74.5,3.7,39.6,2.9,117.1,45.9,41.4,40,39,4.197,2.861,11.04,20,0,110.7,107.7,128,95.6,3.8,3.7,25,0,100,22,47,56,52,58.55,62.58,44,43.98,72.95,50.97,217.4,3.619999999999997,3.7299999999999898,Normal,100,77
50500,40,43.57,43.6,39.95,39.8,65.59,65.6,69.28,69.2,68.23,52.92,43.54,43.82,41.37,11.81,172,-142.4,32.49,32.27,2.484,2.266,36.34,3.144,1.118,269.6,215.5,3.2,2.2,36.5,32.1,71.6,73.5,3.9,39.6,2.9,116.9,45.5,41.1,42,40,5.118,3.518,10.89,20,0,110.9,107.7,129,95.6,3.6,3.7,25,0,100,22,47,56,57,58.55,62.58,43.96,44.02,70.4,59.61,219,3.619999999999997,3.6899999999999977,Normal,100,77
50500,40,43.57,43.6,39.91,39.9,65.59,65.6,69.32,68.9,68.23,52.96,43.54,43.78,41.58,12.19,170.5,-141.1,32.72,32.51,2.107,1.89,36.29,3.17,1.109,268,214.6,3.2,2.7,36.7,32.1,71.6,73.5,4.3,39.4,2.9,117.1,45.5,42.1,40,39,5.135,3.512,11.04,20,0,110.7,108,129,96.3,3.5,3.8,25,0,100,22,47,56,57,58.51,62.62,44,44.02,71.26,50.57,216.9,3.660000000000004,3.7299999999999898,Normal,100,77
50500,40,43.52,43.6,39.91,39.8,65.63,65.4,69.28,69,68.27,52.96,43.54,43.82,40.64,11.27,170.8,-141.4,32.21,32.36,2.462,2.611,36.32,3.118,1.128,267.8,213.7,2.9,2.6,36.9,32.2,71.6,73.5,4.3,39.6,2.9,116.9,45.5,40.9,42,40,6.695,4.685,10.89,20,0,110.7,108,128.5,96.1,3.4,3.8,25,0,100,22,47,56,52,58.51,62.62,44,44.02,65.86,59.1,217,3.610000000000007,3.6500000000000057,Normal,100,77
50600,40,43.57,43.6,39.95,39.9,65.63,65.3,69.32,69,68.23,52.92,43.54,43.78,41.22,12.22,171.3,-142.3,32.47,32.25,2.114,1.897,36.25,3.149,1.117,268.6,215.4,3.1,2.2,36.5,32.1,71.6,73.5,4.3,39.4,2.9,117.1,45.3,40.9,40,39,5.485,3.785,11.04,20,0,110.9,108,130.5,97.1,3.7,3.8,25,0,100,22,47,56,52,58.55,62.58,43.96,44.02,72.87,50.75,218,3.619999999999997,3.6899999999999977,Normal,100,77
50600,40,43.57,43.6,39.95,39.8,65.59,65.4,69.28,69,68.23,52.96,43.54,43.82,41,11.7,170,-140.7,32.47,32.25,2.482,2.264,36.27,3.148,1.117,267.2,215.4,3.1,2.2,36.7,32.1,71.2,73,4.3,39.6,2.9,116.9,45.7,41.1,42,40,6.277,4.354,10.89,20,0,110.9,108,129.5,96.6,3.4,3.7,25,0,100,22,47,56,52,58.55,62.54,43.96,44.02,70.49,59.57,216.5,3.619999999999997,3.6899999999999977,Normal,100,77
50600,40,43.57,43.6,39.91,39.9,65.59,65.3,69.28,69,68.23,52.96,43.54,43.82,41.11,11.73,170.4,-141,32.85,32.63,2.483,2.265,36.26,3.185,1.104,267.9,215.5,3.1,2.2,36.7,32.1,71.2,73,3.7,39.6,3.1,116.9,45.7,41.1,42,40,7.211,4.989,10.89,20,0,110.9,107.7,130,97.3,3.7,3.8,25,0,100,22,47,56,52,58.55,62.54,43.96,44.02,70.67,59.59,216.6,3.660000000000004,3.6899999999999977,Normal,100,77
50600,40,43.57,43.6,39.91,39.9,65.59,65.4,69.28,69,68.23,52.96,43.54,43.82,41.26,11.77,171,-141.5,32.99,32.77,2.494,2.275,36.31,3.195,1.101,268.8,216.4,3.2,2.7,36.7,32.1,71.2,73,3.9,39.6,2.7,117.1,45.7,41.4,40,39,7.245,4.995,11.04,20,0,110.9,107.7,129.5,96.3,3.6,3.7,25,0,100,22,47,56,52,58.51,62.58,43.96,43.98,69.5,59.85,217.3,3.660000000000004,3.6899999999999977,Normal,100,77
50600,40,43.57,43.8,39.95,39.9,65.63,65.4,69.28,69.2,68.23,52.96,43.54,43.78,40.75,11.76,170.8,-141.8,32.5,32.28,2.117,1.899,36.3,3.148,1.117,268.5,215.6,3.3,2.4,36.5,31.9,71.6,73.5,3.7,39.4,2.7,117.1,45.5,40.8,42,40,7.305,5.098,10.89,20,0,110.9,108,130,97.1,3.6,4,25,0,100,22,47,56,52,58.51,62.62,43.96,43.98,68.72,50.8,217.8,3.619999999999997,3.6500000000000057,Normal,100,77
50600,40,43.57,43.4,39.91,39.8,65.59,65.4,69.28,69.2,68.23,52.92,43.54,43.82,41.27,11.78,171.5,-142,32.86,32.65,2.484,2.266,36.28,3.185,1.104,268.9,215.6,3.4,2.4,36.5,31.9,71.6,73.5,4.4,39.6,2.9,117.1,45.2,40.9,40,39,6.722,4.632,11.04,20,0,110.9,108,130.5,97.1,3.8,3.5,25,0,100,22,47,56,52,58.55,62.66,43.96,44.02,68.82,59.62,217.7,3.660000000000004,3.6899999999999977,Normal,100,77
50600,40,43.57,43.6,39.91,39.9,65.59,65.6,69.28,69,68.27,52.96,43.54,43.82,41.12,11.28,170.9,-141.1,32.86,32.64,2.484,2.266,36.32,3.181,1.105,267.9,215.5,3.4,2.7,36.5,31.9,71.6,73.5,4.3,39.6,3.1,116.9,45.3,41.6,42,40,7.294,5.045,10.89,20,0,111.1,108,129,96.1,3.4,3.7,25,0,100,22,47,56,57,58.51,62.7,43.96,44.02,64.61,59.61,216.7,3.660000000000004,3.6899999999999977,Normal,100,77
50600,40,43.57,43.6,39.91,39.9,65.59,65.4,69.28,69,68.27,52.96,43.54,43.82,41.07,11.26,170.7,-140.9,32.65,32.43,2.468,2.251,36.3,3.162,1.112,267.6,214.2,3.1,2.6,36.7,32.1,71.6,73.5,4.1,39.4,2.9,116.9,45.3,41.6,42,40,6.695,4.636,10.89,20,0,110.9,108,130.5,97.3,3.6,3.8,25,0,100,22,47,56,52,58.51,62.74,43.96,43.98,63.91,59.23,216.8,3.660000000000004,3.6899999999999977,Normal,100,77
50600,40,43.57,43.6,39.91,39.8,65.59,65.4,69.32,69,68.31,52.96,43.54,43.82,41.44,11.24,170.8,-140.6,32.81,32.59,2.48,2.262,36.3,3.178,1.106,267,215.2,3.1,2.2,36.7,32.1,71.2,73,3.7,39.4,2.7,117.1,45.9,42.4,42,40,5.961,4.091,10.89,20,0,111.1,108,129.5,96.1,3.7,3.8,25,0,100,22,47,56,52,58.51,62.7,43.96,43.98,64.4,59.52,216.1,3.660000000000004,3.7299999999999898,Normal,100,77
50600,40,43.57,43.4,39.91,39.9,65.59,65.4,69.28,69,68.27,52.96,43.54,43.82,40.87,11.21,169.9,-140.2,32.76,32.54,2.476,2.259,36.28,3.175,1.107,266.3,214.9,3.3,2.6,36.5,31.9,71.6,73.5,4.1,39.6,3.1,116.9,45.5,41.4,42,40,7.785,5.418,10.89,20,0,111.1,107.7,129.5,97.1,3.4,3.6,25,0,100,22,47,56,52,58.55,62.66,44,44.02,65.5,59.43,215.3,3.660000000000004,3.6899999999999977,Normal,100,77
50700,40,43.52,43.4,39.91,39.8,65.59,65.6,69.28,69.2,68.27,52.96,43.54,43.78,41.24,11.31,171.4,-141.5,32.39,32.54,2.109,2.259,36.31,3.136,1.121,268.7,214.9,3.1,2,36.7,32.1,71.2,73,4.3,39.6,2.9,117.1,45.9,41.9,42,40,5.176,3.57,10.89,20,0,111.1,107.7,130.5,97.1,3.6,3.6,25,0,100,22,47,56,57,58.51,62.66,43.96,43.98,65.45,50.62,217.7,3.610000000000007,3.6899999999999977,Normal,100,77
50700,40,43.52,43.6,39.91,39.9,65.63,65.3,69.32,69,68.27,52.92,43.54,43.78,41.13,11.74,171.4,-142,32.51,32.66,2.117,2.267,36.32,3.147,1.117,268,215.7,3.2,2.6,36.7,32.1,71.6,73.5,4.4,39.4,2.7,116.9,45,41.9,42,40,6.004,4.151,10.89,20,0,111.1,108,131,98.3,3.6,3.7,25,0,100,22,47,56,52,58.51,62.66,43.96,44.02,67.92,50.81,217,3.610000000000007,3.6899999999999977,Normal,100,77
5844,50,53.76,53.9,50.35,50.4,85.86,85.6,89.3,88.9,87.92,61.51,53.61,53.89,38.75,15.54,297.7,-274.5,30.65,29.33,2.484,1.162,43.4,2.484,1.416,270.5,215.5,6.9,2.8,43.5,38.7,91.7,107.7,5.2,50,6.5,146.1,54.4,69,49,47,14.93,10.96,9.926,20,0,122,115.6,138.5,99.4,3.5,3.4,40,0,100,5,49,56,20,58.8,80.55,55.22,54.63,17.14,59.61,243.9,3.4099999999999966,3.4399999999999977,Normal,100,78
5854,50,53.76,53.9,50.35,50.4,85.82,85.6,89.26,89,87.92,61.51,53.61,53.89,38.72,15.07,297.5,-273.8,30.71,29.39,2.489,1.165,43.4,2.488,1.413,270.4,216,6.9,2.5,43.5,38.7,91.5,107.2,5.2,49.8,6.3,146.1,54.8,68.4,49,47,15.24,11.19,9.926,20,0,122,115.6,139,98.9,3.4,3.5,40,0,100,5,49,56,20,58.8,80.55,55.26,54.67,16.62,59.73,243.7,3.4099999999999966,3.440000000000012,Normal,100,78
5864,50,53.76,53.9,50.35,50.4,85.86,85.6,89.26,89,87.92,61.51,53.57,53.89,38.19,15.04,296.9,-273.8,30.63,28.94,2.85,1.162,43.39,2.482,1.416,269.9,215.4,6.8,2.7,43.6,38.8,91.7,107.7,5.2,49.8,6.2,146.1,54.8,69,49,47,16.81,12.51,9.926,20,0,122.2,115.6,138.5,98.9,3.4,3.5,40,0,100,5,49,56,20,58.8,80.55,55.26,54.63,16.59,68.39,243.6,3.4099999999999966,3.4000000000000057,Normal,100,78
5874,50,53.76,53.9,50.35,50.4,85.86,85.8,89.26,89,87.92,61.51,53.61,53.89,38.13,15.02,296.5,-273.3,30.74,29.41,2.491,1.166,43.35,2.493,1.41,269.5,216.1,6.8,2.5,43.6,38.8,91.5,107.2,5,49.8,6.2,146.5,54.6,67.9,49,47,17.35,12.94,9.926,20,0,122.2,115.6,138,98,3.4,3.5,40,0,100,5,49,56,20,58.8,80.59,55.22,54.67,16.54,59.78,242.7,3.4099999999999966,3.4000000000000057,Normal,100,78
5884,50,53.8,53.9,50.35,50.4,85.86,85.6,89.22,89,87.92,61.51,53.61,53.89,37.71,14.57,296.7,-273.6,31.24,29.54,2.502,0.8002,43.38,2.533,1.388,269.7,217.1,6.8,2.7,43.5,38.7,91.7,107.7,5,49.8,6.2,146.5,54.6,68.5,49,47,20.64,15.57,9.926,20,0,122.2,115.6,139,99.2,3.6,3.6,40,0,100,5,49,56,20,58.8,80.55,55.22,54.67,16.08,60.04,242.9,3.449999999999996,3.3599999999999994,Normal,100,78
5894,50,53.76,53.9,50.35,50.4,85.86,85.6,89.3,89,87.92,61.51,53.61,53.89,38.81,15.56,298.1,-274.9,30.82,29.49,2.497,1.169,43.35,2.499,1.407,271,216.7,6.9,2.7,43.6,38.7,91.5,107.2,5,49.8,6.3,146.1,55,69,49,47,15.25,11.18,9.926,20,0,122,115.7,139.9,99.9,3.4,3.5,40,0,100,5,49,56,20,58.8,80.55,55.26,54.63,17.17,59.93,244.2,3.4099999999999966,3.4399999999999977,Normal,100,78
5904,50,53.76,53.9,50.31,50.3,85.86,85.8,89.3,89,87.92,61.51,53.61,53.89,38.57,15.47,296.3,-273.2,31.11,29.79,2.491,1.166,43.36,2.523,1.394,269.3,216.2,6.5,2.5,43.8,39,91.5,107.2,5.2,49.8,6,146.9,54.6,67.9,49,47,17.15,12.65,9.926,20,0,122.2,115.3,138,98,3.4,3.5,40,0,100,5,49,56,20,58.8,80.55,55.22,54.58,17.06,59.78,242.2,3.449999999999996,3.4399999999999977,Normal,100,78
5914,50,53.76,53.9,50.35,50.4,85.86,85.6,89.3,89.2,87.88,61.51,53.57,53.89,38.64,15.95,296.3,-273.6,30.61,28.92,2.848,1.161,43.35,2.482,1.416,269.7,215.2,6.5,2.5,43.8,39,91.7,107.7,4.7,49.8,6.3,146.5,55.7,68.4,49,47,15.14,11.14,9.926,20,0,122.2,115.6,139.4,99.6,3.6,3.6,40,0,100,5,49,56,20,58.8,80.55,55.22,54.63,17.6,68.34,243.4,3.4099999999999966,3.4399999999999977,Normal,100,78
5924,50,53.76,53.9,50.35,50.4,85.82,85.6,89.26,89,87.92,61.51,53.57,53.85,38.67,15.05,297,-273.4,30.69,29,2.487,0.796,43.34,2.489,1.412,270,215.8,6.9,2.5,43.5,38.7,91.7,107.7,5.4,49.8,6.3,146.5,54.8,68.9,49,47,15.28,11.24,9.926,20,0,122.2,115.6,139.4,99.1,3.6,3.5,40,0,100,5,49,56,20,58.8,80.55,55.22,54.58,16.6,59.69,243.6,3.4099999999999966,3.440000000000012,Normal,100,78
5934,50,53.76,53.9,50.35,50.4,85.86,85.8,89.26,88.9,87.92,61.51,53.57,53.89,38.28,15.08,297.6,-274.4,30.65,28.97,2.852,1.162,43.33,2.488,1.413,270.5,215.5,6.8,2.6,43.6,38.8,91.5,107.2,5.2,49.6,6,146.5,55,68.9,49,47,16.51,12.26,9.926,20,0,122.2,115.6,139.9,100.3,3.3,3.5,40,0,100,5,49,56,20,58.8,80.55,55.22,54.63,16.63,68.44,244.2,3.4099999999999966,3.4000000000000057,Normal,100,78
5944,50,53.76,53.8,50.35,50.4,85.86,85.8,89.3,89.2,87.92,61.51,53.57,53.89,38.53,15.45,296,-272.9,30.41,28.74,2.829,1.153,43.3,2.47,1.424,269,213.9,6.5,2.5,43.8,39,91.7,107.7,5.4,49.8,6,146.5,54.8,68.4,49,47,14.75,10.89,9.926,20,0,122.2,115.7,137.5,97.5,3.4,3.5,40,0,100,5,49,56,20,58.8,80.55,55.22,54.63,17.05,67.9,242.9,3.4099999999999966,3.4399999999999977,Normal,100,78
5954,50,53.76,53.8,50.35,50.4,85.86,85.6,89.26,88.9,87.92,61.51,53.61,53.89,38.15,15.02,296.6,-273.5,30.59,29.27,2.478,1.16,43.35,2.481,1.417,269.6,215.1,6.9,2.7,43.5,38.7,91.2,107.7,4.9,49.8,6.3,146.9,55.3,69,49,47,16.75,12.48,9.926,20,0,122.2,115.7,138,98.2,3.5,3.4,40,0,100,5,49,56,20,58.8,80.55,55.22,54.63,16.58,59.48,243,3.4099999999999966,3.4000000000000057,Normal,100,78
5964,50,53.76,53.8,50.35,50.4,85.86,85.6,89.26,89,87.92,61.51,53.61,53.89,38.1,15,296.2,-273.1,30.47,29.16,2.469,1.155,43.34,2.472,1.423,269.2,214.2,6.8,2.7,43.6,38.8,91.7,107.7,5,49.6,6,146.5,54.8,68.4,49,47,16.51,12.32,9.926,20,0,122.5,115.7,139,99.4,3.4,3.4,40,0,100,5,49,56,20,58.8,80.55,55.22,54.63,16.55,59.25,242.7,3.4099999999999966,3.4000000000000057,Normal,100,78
5974,50,53.76,53.9,50.35,50.4,85.86,85.6,89.26,89,87.88,61.51,53.57,53.89,38.31,15.55,297.3,-274.6,30.61,28.92,2.847,1.161,43.35,2.482,1.416,270.7,215.2,6.8,2.5,43.6,38.8,91.5,107.2,5.2,49.8,6.2,146.1,54.4,69,49,47,16.27,12.08,9.926,20,0,122.5,115.7,139,98.9,3.4,3.5,40,0,100,5,49,56,20,58.8,80.55,55.22,54.63,17.15,68.33,244.4,3.4099999999999966,3.4000000000000057,Normal,100,78
